:START_ID,:END_ID,:TYPE
person_277931,org_249,任职
person_200102492,org_345,任职
person_100322699,org_405,任职
person_408279,org_256,任职
person_569732,org_249,任职
person_100315039,org_259,任职
person_100017869,org_254,任职
person_675140,org_254,任职
person_525223,org_310,任职
person_267915,org_310,任职
person_531465,org_75,任职
person_526306,org_221,任职
person_100016474,org_256,任职
person_737129,org_256,任职
person_531179,org_209,任职
person_727479,org_259,任职
person_730778,org_259,任职
person_890222,org_210,任职
person_270059,org_363,任职
person_100156680,org_257,任职
person_898675,org_248,任职
person_547140,org_109,任职
person_200027780,org_254,任职
person_200005538,org_254,任职
person_200146171,org_210,任职
person_896528,org_268,任职
person_660546,org_247,任职
person_100006140,org_226,任职
person_200032155,org_249,任职
person_100240982,org_249,任职
person_100247552,org_254,任职
person_100167831,org_238,任职
person_100006757,org_324,任职
person_100000722,org_221,任职
person_100001756,org_248,任职
person_100220968,org_265,任职
person_874621,org_428,任职
person_767382,org_254,任职
person_100114700,org_254,任职
person_100164694,org_221,任职
person_570755,org_91,任职
person_910070,org_210,任职
person_681700,org_210,任职
person_535075,org_210,任职
person_100248175,org_365,任职
person_200110068,org_109,任职
person_334075,org_93,任职
person_774384,org_164,任职
person_200008329,org_357,任职
person_707034,org_145,任职
person_678803,org_72,任职
person_739635,org_285,任职
person_457683,org_72,任职
person_902428,org_51,任职
person_755538,org_429,任职
person_759641,org_420,任职
person_200019041,org_164,任职
person_100077971,org_129,任职
person_394390,org_109,任职
person_200016943,org_54,任职
person_661261,org_51,任职
person_278347,org_51,任职
person_585069,org_20,任职
person_661852,org_159,任职
person_100001660,org_40,任职
person_497564,org_4,任职
person_735158,org_93,任职
person_621019,org_93,任职
person_200091996,org_221,任职
person_688149,org_221,任职
person_575216,org_356,任职
person_100196108,org_357,任职
person_594215,org_64,任职
person_100015164,org_138,任职
person_267404,org_35,任职
person_577563,org_49,任职
person_100037789,org_140,任职
person_100176639,org_167,任职
person_200011146,org_8,任职
person_773274,org_8,任职
person_382176,org_12,任职
person_874554,org_30,任职
person_787949,org_12,任职
person_200137862,org_35,任职
person_265913,org_25,任职
person_262884,org_19,任职
person_398630,org_19,任职
person_270478,org_19,任职
person_100004272,org_374,任职
person_572992,org_374,任职
person_677699,org_374,任职
person_100120770,org_7,任职
person_678639,org_7,任职
person_100219993,org_160,任职
person_200019834,org_66,任职
person_100077968,org_2,任职
person_699359,org_2,任职
person_469484,org_2,任职
person_616674,org_2,任职
person_490733,org_343,任职
person_285660,org_0,任职
person_526049,org_8,任职
person_100014723,org_0,任职
person_533242,org_0,任职
person_499815,org_195,任职
person_100198184,org_195,任职
person_812282,org_195,任职
person_200015630,org_39,任职
person_100164476,org_92,任职
person_704245,org_47,任职
person_743500,org_47,任职
person_200017856,org_8,任职
person_585515,org_0,任职
person_550769,org_8,任职
person_100112678,org_1,任职
person_100186424,org_430,任职
person_522361,org_167,任职
person_100002149,org_167,任职
person_267487,org_4,任职
person_809206,org_141,任职
person_458590,org_62,任职
person_100003502,org_12,任职
person_100317547,org_63,任职
person_903342,org_64,任职
person_271226,org_65,任职
person_614650,org_6,任职
person_697766,org_64,任职
person_200014884,org_204,任职
person_200013116,org_35,任职
person_834992,org_49,任职
person_476595,org_49,任职
person_100159836,org_344,任职
person_200103411,org_431,任职
person_377698,org_8,任职
person_345011,org_12,任职
person_619886,org_12,任职
person_100011994,org_143,任职
person_620004,org_8,任职
person_100303046,org_8,任职
person_100198161,org_4,任职
person_558531,org_81,任职
person_200057209,org_82,任职
person_200079797,org_108,任职
person_200104557,org_83,任职
person_891829,org_83,任职
person_200083543,org_79,任职
person_584722,org_211,任职
person_669033,org_211,任职
person_738051,org_432,任职
person_585177,org_16,任职
person_200014638,org_16,任职
person_704462,org_15,任职
person_877045,org_175,任职
person_541850,org_1,任职
person_264816,org_433,任职
person_787947,org_93,任职
person_100025957,org_83,任职
person_682641,org_83,任职
person_625971,org_94,任职
person_836593,org_211,任职
person_200010602,org_16,任职
person_200009828,org_167,任职
person_815774,org_167,任职
person_702966,org_70,任职
person_832057,org_92,任职
person_394724,org_34,任职
person_200009184,org_38,任职
person_752654,org_38,任职
person_578197,org_38,任职
person_808461,org_38,任职
person_501905,org_34,任职
person_519366,org_34,任职
person_673838,org_157,任职
person_100308588,org_152,任职
person_100294940,org_88,任职
person_100188658,org_88,任职
person_669660,org_88,任职
person_708943,org_88,任职
person_699699,org_36,任职
person_100123970,org_79,任职
person_588623,org_80,任职
person_100005992,org_80,任职
person_200056443,org_80,任职
person_100249426,org_44,任职
person_579573,org_434,任职
person_100186713,org_435,任职
person_200059765,org_242,任职
person_723308,org_241,任职
person_695130,org_229,任职
person_200043897,org_436,任职
person_100015347,org_229,任职
person_200053086,org_241,任职
person_100255399,org_437,任职
person_682672,org_240,任职
person_832443,org_91,任职
person_610994,org_225,任职
person_274415,org_314,任职
person_736325,org_189,任职
person_513129,org_142,任职
person_727963,org_142,任职
person_319378,org_325,任职
person_100082725,org_384,任职
person_696048,org_210,任职
person_759238,org_438,任职
person_627451,org_22,任职
person_754916,org_85,任职
person_683085,org_383,任职
person_200063180,org_259,任职
person_200013533,org_85,任职
person_200121650,org_142,任职
person_100297943,org_85,任职
person_669988,org_254,任职
person_200097169,org_439,任职
person_200094988,org_440,任职
person_627858,org_85,任职
person_200068386,org_259,任职
person_507349,org_254,任职
person_638153,org_254,任职
person_200013530,org_85,任职
person_606100,org_261,任职
person_802316,org_254,任职
person_100015177,org_248,任职
person_665417,org_248,任职
person_784443,org_247,任职
person_705748,org_248,任职
person_200121462,org_248,任职
person_271607,org_202,任职
person_272795,org_85,任职
person_321253,org_85,任职
person_627868,org_85,任职
person_828265,org_210,任职
person_908556,org_259,任职
person_873440,org_22,任职
person_880088,org_223,任职
person_200121552,org_223,任职
person_200116107,org_85,任职
person_702086,org_228,任职
person_481432,org_262,任职
person_667347,org_205,任职
person_200151975,org_339,任职
person_200115141,org_247,任职
person_275809,org_248,任职
person_595184,org_248,任职
person_400806,org_202,任职
person_100298005,org_221,任职
person_704938,org_221,任职
person_100134563,org_325,任职
person_582344,org_22,任职
person_714291,org_202,任职
person_200004840,org_376,任职
person_200147085,org_225,任职
person_738841,org_189,任职
person_897148,org_189,任职
person_100152422,org_189,任职
person_100007047,org_314,任职
person_200082912,org_325,任职
person_751791,org_325,任职
person_697147,org_189,任职
person_263032,org_189,任职
person_809266,org_221,任职
person_877012,org_228,任职
person_665324,org_22,任职
person_200151046,org_91,任职
person_200062585,org_202,任职
person_100002108,org_383,任职
person_100248463,org_386,任职
person_786294,org_386,任职
person_846185,org_310,任职
person_200099066,org_75,任职
person_100260780,org_75,任职
person_261605,org_248,任职
person_736456,org_142,任职
person_559247,org_254,任职
person_877201,org_209,任职
person_200103548,org_114,任职
person_200110985,org_345,任职
person_200013186,org_399,任职
person_706404,org_321,任职
person_100144937,org_249,任职
person_100236818,org_249,任职
person_269487,org_254,任职
person_685400,org_254,任职
person_708093,org_386,任职
person_889916,org_386,任职
person_667945,org_75,任职
person_200146569,org_75,任职
person_776430,org_323,任职
person_514078,org_397,任职
person_200019050,org_164,任职
person_200019059,org_51,任职
person_266269,org_164,任职
person_711394,org_164,任职
person_811119,org_164,任职
person_200020502,org_141,任职
person_100081409,org_8,任职
person_899905,org_91,任职
person_100217385,org_441,任职
person_861726,org_234,任职
person_862843,org_278,任职
person_803318,org_266,任职
person_100203813,org_266,任职
person_707890,org_349,任职
person_700957,org_442,任职
person_608200,org_349,任职
person_200109939,org_160,任职
person_100205994,org_159,任职
person_200075763,org_9,任职
person_464270,org_20,任职
person_100088594,org_20,任职
person_712793,org_45,任职
person_317577,org_45,任职
person_825369,org_16,任职
person_100086400,org_92,任职
person_875253,org_89,任职
person_100261789,org_39,任职
person_670350,org_39,任职
person_375908,org_4,任职
person_501690,org_4,任职
person_655119,org_4,任职
person_658098,org_4,任职
person_100316058,org_66,任职
person_901201,org_66,任职
person_700303,org_127,任职
person_100207860,org_127,任职
person_200010987,org_360,任职
person_587192,org_30,任职
person_570371,org_102,任职
person_200005509,org_102,任职
person_100324606,org_393,任职
person_580711,org_48,任职
person_682214,org_111,任职
person_679945,org_102,任职
person_817677,org_102,任职
person_704167,org_2,任职
person_586778,org_159,任职
person_692669,org_151,任职
person_531878,org_8,任职
person_200149721,org_2,任职
person_628889,org_66,任职
person_100298841,org_12,任职
person_384654,org_12,任职
person_100010785,org_27,任职
person_200113444,org_27,任职
person_200113689,org_2,任职
person_899682,org_35,任职
person_100107552,org_49,任职
person_547549,org_31,任职
person_100119512,org_25,任职
person_100119011,org_25,任职
person_200141276,org_141,任职
person_100228202,org_62,任职
person_200009711,org_62,任职
person_200114275,org_27,任职
person_515128,org_443,任职
person_608741,org_130,任职
person_900612,org_131,任职
person_653817,org_26,任职
person_100025537,org_390,任职
person_711322,org_4,任职
person_815266,org_29,任职
person_530212,org_155,任职
person_591561,org_197,任职
person_100128975,org_27,任职
person_623537,org_12,任职
person_200008187,org_6,任职
person_100176822,org_6,任职
person_100092824,org_24,任职
person_200013402,org_117,任职
person_364559,org_444,任职
person_499813,org_195,任职
person_100140454,org_39,任职
person_837659,org_170,任职
person_743547,org_47,任职
person_737789,org_47,任职
person_838160,org_47,任职
person_704254,org_47,任职
person_100232074,org_8,任职
person_200114614,org_92,任职
person_263935,org_8,任职
person_706669,org_8,任职
person_200015239,org_65,任职
person_100015798,org_188,任职
person_744055,org_12,任职
person_890731,org_12,任职
person_200098554,org_12,任职
person_900010,org_164,任职
person_739375,org_23,任职
person_200102415,org_50,任职
person_200101474,org_445,任职
person_752903,org_35,任职
person_200016882,org_169,任职
person_271875,org_66,任职
person_100232082,org_140,任职
person_200100290,org_167,任职
person_873870,org_8,任职
person_100190483,org_8,任职
person_733286,org_12,任职
person_587880,org_30,任职
person_100147769,org_35,任职
person_565292,org_35,任职
person_100320300,org_59,任职
person_100207657,org_59,任职
person_625795,org_128,任职
person_460579,org_128,任职
person_100077157,org_1,任职
person_200057720,org_446,任职
person_775912,org_49,任职
person_100114785,org_129,任职
person_518218,org_31,任职
person_200126450,org_61,任职
person_509573,org_198,任职
person_490123,org_61,任职
person_833519,org_284,任职
person_656645,org_147,任职
person_273643,org_6,任职
person_707704,org_46,任职
person_100143949,org_75,任职
person_283583,org_75,任职
person_503812,org_16,任职
person_504095,org_132,任职
person_571725,org_16,任职
person_490719,org_133,任职
person_656939,org_78,任职
person_809192,org_1,任职
person_835276,org_8,任职
person_100119102,org_70,任职
person_100198894,org_373,任职
person_704140,org_12,任职
person_200086480,org_130,任职
person_564171,org_131,任职
person_575157,org_132,任职
person_100011317,org_12,任职
person_690758,org_102,任职
person_200005587,org_103,任职
person_100215183,org_447,任职
person_200013354,org_111,任职
person_817681,org_102,任职
person_705866,org_73,任职
person_609001,org_105,任职
person_100041074,org_105,任职
person_100103463,org_199,任职
person_586766,org_27,任职
person_200127909,org_448,任职
person_495918,org_20,任职
person_529999,org_21,任职
person_584333,org_140,任职
person_583666,org_108,任职
person_200121704,org_184,任职
person_699428,org_20,任职
person_200102910,org_106,任职
person_821709,org_106,任职
person_200102905,org_106,任职
person_200147004,org_8,任职
person_271827,org_112,任职
person_100119628,org_25,任职
person_590721,org_40,任职
person_577651,org_4,任职
person_200009346,org_4,任职
person_775398,org_21,任职
person_200138435,org_120,任职
person_382631,org_433,任职
person_387734,org_7,任职
person_899189,org_7,任职
person_676997,org_357,任职
person_498567,org_72,任职
person_587935,org_159,任职
person_459483,org_4,任职
person_200008646,org_160,任职
person_690788,org_72,任职
person_815351,org_161,任职
person_100013183,org_161,任职
person_274463,org_19,任职
person_745677,org_19,任职
person_100033547,org_19,任职
person_818805,org_159,任职
person_911108,org_66,任职
person_762005,org_449,任职
person_733539,org_7,任职
person_832554,org_27,任职
person_314092,org_51,任职
person_100099569,org_30,任职
person_826414,org_1,任职
person_826474,org_50,任职
person_200067228,org_1,任职
person_598530,org_259,任职
person_277615,org_51,任职
person_200013306,org_27,任职
person_873675,org_23,任职
person_200147597,org_53,任职
person_909779,org_66,任职
person_536707,org_56,任职
person_200083041,org_48,任职
person_656590,org_57,任职
person_533773,org_48,任职
person_100092394,org_450,任职
person_200006783,org_115,任职
person_200149681,org_49,任职
person_584224,org_50,任职
person_715560,org_51,任职
person_200107149,org_148,任职
person_662026,org_26,任职
person_100224572,org_248,任职
person_200063243,org_451,任职
person_200013276,org_131,任职
person_655630,org_49,任职
person_100192540,org_27,任职
person_100250587,org_4,任职
person_100245973,org_29,任职
person_100198025,org_29,任职
person_874813,org_148,任职
person_705662,org_27,任职
person_782529,org_12,任职
person_498088,org_31,任职
person_100060409,org_6,任职
person_100296412,org_6,任职
person_475850,org_24,任职
person_100030332,org_31,任职
person_200081130,org_131,任职
person_100004177,org_25,任职
person_100052540,org_27,任职
person_263595,org_75,任职
person_776273,org_257,任职
person_100174453,org_221,任职
person_589609,org_427,任职
person_464868,org_254,任职
person_200084786,org_318,任职
person_691233,org_369,任职
person_833535,org_284,任职
person_623627,org_210,任职
person_672623,org_221,任职
person_467087,org_221,任职
person_200002274,org_357,任职
person_100248171,org_365,任职
person_730405,org_164,任职
person_883247,org_452,任职
person_591961,org_452,任职
person_617275,org_453,任职
person_200115178,org_51,任职
person_200072807,org_51,任职
person_200113510,org_184,任职
person_200020032,org_20,任职
person_832491,org_159,任职
person_100076455,org_129,任职
person_200016942,org_54,任职
person_469993,org_51,任职
person_100177636,org_404,任职
person_617498,org_370,任职
person_268973,org_221,任职
person_672595,org_221,任职
person_712590,org_356,任职
person_278513,org_357,任职
person_100178664,org_164,任职
person_100200911,org_164,任职
person_469773,org_108,任职
person_703754,org_159,任职
person_621609,org_159,任职
person_878046,org_4,任职
person_272055,org_68,任职
person_200013978,org_102,任职
person_585947,org_131,任职
person_704771,org_164,任职
person_669876,org_164,任职
person_100182957,org_109,任职
person_200114303,org_390,任职
person_625609,org_102,任职
person_626000,org_25,任职
person_717046,org_164,任职
person_100059185,org_109,任职
person_702738,org_332,任职
person_200100315,org_141,任职
person_100074864,org_25,任职
person_502803,org_25,任职
person_200018649,org_271,任职
person_472898,org_275,任职
person_590247,org_275,任职
person_100259778,org_276,任职
person_626064,org_277,任职
person_744585,org_284,任职
person_100240276,org_365,任职
person_200119214,org_125,任职
person_914884,org_7,任职
person_669934,org_7,任职
person_532244,org_281,任职
person_100319065,org_454,任职
person_741342,org_455,任职
person_469796,org_23,任职
person_787473,org_266,任职
person_628440,org_360,任职
person_100007503,org_54,任职
person_100171860,org_40,任职
person_674473,org_4,任职
person_755693,org_358,任职
person_826182,org_74,任职
person_829843,org_45,任职
person_829459,org_59,任职
person_200013335,org_40,任职
person_100237845,org_12,任职
person_200096145,org_456,任职
person_200080377,org_50,任职
person_705509,org_27,任职
person_734130,org_1,任职
person_875583,org_12,任职
person_100254637,org_31,任职
person_543743,org_31,任职
person_271934,org_31,任职
person_100055987,org_31,任职
person_510417,org_8,任职
person_200020143,org_147,任职
person_495554,org_147,任职
person_100083824,org_6,任职
person_436441,org_46,任职
person_803906,org_75,任职
person_267777,org_75,任职
person_200102379,org_173,任职
person_780700,org_457,任职
person_100010941,org_458,任职
person_610161,org_16,任职
person_100323804,org_133,任职
person_665791,org_4,任职
person_462136,org_4,任职
person_699784,org_4,任职
person_100224395,org_66,任职
person_585422,org_16,任职
person_492349,org_66,任职
person_100176344,org_167,任职
person_719561,org_46,任职
person_470500,org_75,任职
person_200019430,org_75,任职
person_615705,org_132,任职
person_706346,org_82,任职
person_100062957,org_16,任职
person_457911,org_41,任职
person_697337,org_42,任职
person_706813,org_16,任职
person_200145985,org_16,任职
person_739383,org_9,任职
person_100117993,org_147,任职
person_809233,org_459,任职
person_100013090,org_14,任职
person_273605,org_15,任职
person_262320,org_13,任职
person_200006934,org_1,任职
person_659487,org_81,任职
person_100213594,org_93,任职
person_802960,org_197,任职
person_532122,org_83,任职
person_751346,org_84,任职
person_200100090,org_94,任职
person_100123207,org_27,任职
person_616327,org_45,任职
person_200006622,org_92,任职
person_200085174,org_20,任职
person_100232254,org_460,任职
person_584280,org_460,任职
person_100152077,org_100,任职
person_200012517,org_58,任职
person_507122,org_73,任职
person_100213373,org_102,任职
person_566705,org_139,任职
person_683760,org_102,任职
person_100074832,org_103,任职
person_279679,org_25,任职
person_808180,org_104,任职
person_200005500,org_102,任职
person_753238,org_7,任职
person_200114798,org_7,任职
person_887425,org_191,任职
person_100005751,org_102,任职
person_913954,org_106,任职
person_200101773,org_27,任职
person_200121714,org_21,任职
person_875720,org_21,任职
person_200137143,org_48,任职
person_100102161,org_114,任职
person_100311327,org_115,任职
person_200078857,org_109,任职
person_741103,org_109,任职
person_594099,org_109,任职
person_262096,org_110,任职
person_703606,org_50,任职
person_100258046,org_21,任职
person_542945,org_148,任职
person_891571,org_170,任职
person_200104162,org_53,任职
person_100220995,org_55,任职
person_200083560,org_461,任职
person_741618,org_57,任职
person_100310665,org_74,任职
person_718430,org_143,任职
person_100000946,org_114,任职
person_739045,org_120,任职
person_100114707,org_121,任职
person_490298,org_174,任职
person_685596,org_174,任职
person_536725,org_109,任职
person_768483,org_85,任职
person_361063,org_251,任职
person_574502,org_251,任职
person_524858,org_261,任职
person_717176,org_85,任职
person_495550,org_257,任职
person_200080077,org_320,任职
person_657922,org_251,任职
person_653867,org_114,任职
person_200067659,org_114,任职
person_200030695,org_202,任职
person_581337,org_376,任职
person_802747,org_189,任职
person_662180,org_221,任职
person_200005392,org_307,任职
person_100015275,org_401,任职
person_200005959,org_225,任职
person_499806,org_225,任职
person_533096,org_189,任职
person_737165,org_325,任职
person_387840,org_189,任职
person_200017280,org_325,任职
person_697927,org_189,任职
person_813738,org_425,任职
person_100247096,org_237,任职
person_100012442,org_202,任职
person_462800,org_213,任职
person_627068,org_202,任职
person_782081,org_328,任职
person_200148898,org_248,任职
person_665578,org_259,任职
person_627634,org_259,任职
person_455153,org_307,任职
person_690228,org_336,任职
person_455277,org_189,任职
person_528953,org_225,任职
person_742846,org_189,任职
person_200064216,org_189,任职
person_910628,org_325,任职
person_773846,org_325,任职
person_100031575,org_189,任职
person_269645,org_85,任职
person_100128193,org_254,任职
person_270181,org_213,任职
person_827737,org_257,任职
person_895478,org_385,任职
person_200084212,org_249,任职
person_625510,org_110,任职
person_493445,org_318,任职
person_200005317,org_319,任职
person_606964,org_259,任职
person_580018,org_266,任职
person_806035,org_259,任职
person_378524,org_259,任职
person_200009313,org_256,任职
person_783089,org_189,任职
person_100014273,org_210,任职
person_670309,org_210,任职
person_100118044,org_115,任职
person_820244,org_386,任职
person_821367,org_400,任职
person_667908,org_75,任职
person_667751,org_386,任职
person_745851,org_386,任职
person_738880,org_261,任职
person_564525,org_356,任职
person_897688,org_189,任职
person_471077,org_109,任职
person_903784,org_109,任职
person_368496,org_266,任职
person_832865,org_318,任职
person_100134688,org_249,任职
person_100020776,org_266,任职
person_200019327,org_256,任职
person_578277,org_266,任职
person_200055308,org_266,任职
person_300974,org_266,任职
person_100181837,org_322,任职
person_100018761,org_322,任职
person_589094,org_308,任职
person_100076573,org_325,任职
person_100103183,org_75,任职
person_100074442,org_205,任职
person_820443,org_266,任职
person_746827,org_308,任职
person_100012986,org_266,任职
person_281961,org_266,任职
person_719405,org_266,任职
person_467361,org_322,任职
person_597776,org_310,任职
person_682962,org_308,任职
person_200055244,org_266,任职
person_100051480,org_266,任职
person_468155,org_266,任职
person_703887,org_284,任职
person_100312915,org_325,任职
person_667920,org_75,任职
person_786296,org_386,任职
person_395472,org_386,任职
person_708109,org_386,任职
person_271888,org_257,任职
person_726730,org_418,任职
person_525152,org_257,任职
person_200006124,org_257,任职
person_100001788,org_259,任职
person_100307609,org_75,任职
person_551691,org_386,任职
person_200014712,org_308,任职
person_264564,org_75,任职
person_100051364,org_75,任职
person_562950,org_75,任职
person_100210458,org_75,任职
person_100073648,org_129,任职
person_100092654,org_276,任职
person_703961,org_276,任职
person_588812,org_279,任职
person_581546,org_109,任职
person_667705,org_277,任职
person_100191328,org_462,任职
person_200103441,org_280,任职
person_100225284,org_284,任职
person_875187,org_59,任职
person_584925,org_355,任职
person_745701,org_281,任职
person_622826,org_283,任职
person_590236,org_228,任职
person_588825,org_7,任职
person_584918,org_355,任职
person_360090,org_7,任职
person_100199624,org_284,任职
person_200073906,org_284,任职
person_899195,org_7,任职
person_814373,org_51,任职
person_536807,org_7,任职
person_625637,org_21,任职
person_876270,org_93,任职
person_890970,org_21,任职
person_683799,org_107,任职
person_100323558,org_8,任职
person_894548,org_92,任职
person_200149619,org_92,任职
person_100137351,org_92,任职
person_591005,org_111,任职
person_652912,org_463,任职
person_578787,org_464,任职
person_564786,org_30,任职
person_911148,org_465,任职
person_200098437,org_40,任职
person_100199897,org_442,任职
person_461563,org_288,任职
person_200065287,org_7,任职
person_584259,org_460,任职
person_591316,org_358,任职
person_632269,org_51,任职
person_200065417,org_4,任职
person_628081,org_21,任职
person_739433,org_7,任职
person_741975,org_107,任职
person_100009207,org_279,任职
person_737200,org_164,任职
person_889300,org_277,任职
person_100115970,org_8,任职
person_200078712,org_107,任职
person_627402,org_92,任职
person_753856,org_8,任职
person_784317,org_145,任职
person_100149657,org_121,任职
person_200083247,org_30,任职
person_658783,org_30,任职
person_200105618,org_286,任职
person_744873,org_286,任职
person_402815,org_111,任职
person_100074406,org_19,任职
person_887901,org_40,任职
person_758782,org_78,任职
person_455820,org_288,任职
person_591836,org_21,任职
person_200063427,org_73,任职
person_469823,org_107,任职
person_100191725,org_20,任职
person_200149449,org_460,任职
person_200110804,org_145,任职
person_592250,org_326,任职
person_831094,org_326,任职
person_829433,org_59,任职
person_563081,org_209,任职
person_453705,org_466,任职
person_834362,org_216,任职
person_849947,org_467,任职
person_854882,org_468,任职
person_676818,org_469,任职
person_200095076,org_202,任职
person_100171198,org_251,任职
person_200064159,org_259,任职
person_200113279,org_325,任职
person_200079289,org_210,任职
person_743634,org_210,任职
person_901300,org_210,任职
person_628754,org_114,任职
person_200064950,org_345,任职
person_456612,org_128,任职
person_668922,org_128,任职
person_740114,org_1,任职
person_200114011,org_1,任职
person_100127748,org_49,任职
person_200006185,org_129,任职
person_469873,org_2,任职
person_710246,org_470,任职
person_200008522,org_144,任职
person_200114490,org_21,任职
person_200019796,org_25,任职
person_395598,org_34,任职
person_892269,org_66,任职
person_200147431,org_92,任职
person_200102286,org_92,任职
person_703011,org_47,任职
person_574133,org_47,任职
person_351396,org_8,任职
person_529864,org_12,任职
person_669222,org_12,任职
person_699524,org_12,任职
person_100254809,org_1,任职
person_894838,org_2,任职
person_894756,org_1,任职
person_875431,org_1,任职
person_574183,org_51,任职
person_694555,org_169,任职
person_464886,org_53,任职
person_200082114,org_27,任职
person_100080247,org_55,任职
person_658229,org_56,任职
person_100315641,org_138,任职
person_100187884,org_143,任职
person_834192,org_0,任职
person_278070,org_26,任职
person_100255137,org_248,任职
person_783188,org_8,任职
person_100110984,org_471,任职
person_565364,org_78,任职
person_826407,org_2,任职
person_703445,org_8,任职
person_536491,org_70,任职
person_100212894,org_373,任职
person_910673,org_344,任职
person_572249,org_292,任职
person_621964,org_165,任职
person_100303490,org_38,任职
person_578220,org_38,任职
person_819779,org_38,任职
person_455081,org_34,任职
person_567855,org_34,任职
person_839657,org_157,任职
person_100085023,org_88,任职
person_200010267,org_88,任职
person_100165241,org_88,任职
person_877752,org_88,任职
person_562637,org_36,任职
person_880241,org_79,任职
person_200145767,org_80,任职
person_200104182,org_36,任职
person_464794,org_80,任职
person_769582,org_38,任职
person_904434,org_36,任职
person_200121439,org_25,任职
person_398295,org_4,任职
person_901277,org_66,任职
person_200086626,org_147,任职
person_889675,org_94,任职
person_662225,org_211,任职
person_200020668,org_432,任职
person_705965,org_16,任职
person_873637,org_290,任职
person_738773,org_16,任职
person_878364,org_87,任职
person_765580,org_92,任职
person_200011624,org_89,任职
person_875238,org_39,任职
person_907323,org_4,任职
person_608382,org_4,任职
person_682898,org_4,任职
person_100115271,org_4,任职
person_100312905,org_66,任职
person_200086221,org_66,任职
person_905003,org_147,任职
person_200139760,org_75,任职
person_200140014,org_36,任职
person_305622,org_36,任职
person_532533,org_80,任职
person_200085687,org_42,任职
person_770023,org_38,任职
person_200077069,org_36,任职
person_200137532,org_102,任职
person_630982,org_36,任职
person_814519,org_39,任职
person_100316501,org_39,任职
person_531939,org_16,任职
person_687139,org_41,任职
person_726226,org_41,任职
person_100079013,org_40,任职
person_200103323,org_177,任职
person_278735,org_8,任职
person_100196608,org_8,任职
person_200081339,org_9,任职
person_100321289,org_472,任职
person_100187698,org_40,任职
person_566121,org_40,任职
person_820760,org_12,任职
person_265511,org_12,任职
person_100011993,org_314,任职
person_860500,org_202,任职
person_100086934,org_376,任职
person_611020,org_225,任职
person_606368,org_189,任职
person_200073798,org_189,任职
person_681741,org_325,任职
person_776665,org_473,任职
person_100232424,org_189,任职
person_200080493,org_189,任职
person_670583,org_221,任职
person_669377,org_438,任职
person_494276,org_146,任职
person_765369,org_227,任职
person_100244731,org_259,任职
person_581671,org_248,任职
person_463469,org_383,任职
person_824994,org_259,任职
person_200013527,org_85,任职
person_200021835,org_213,任职
person_744623,org_75,任职
person_667938,org_75,任职
person_745285,org_75,任职
person_585358,org_284,任职
person_100224411,org_248,任职
person_742183,org_142,任职
person_200017537,org_254,任职
person_100311964,org_249,任职
person_776308,org_209,任职
person_408446,org_260,任职
person_465698,org_345,任职
person_100192248,org_399,任职
person_100136446,org_256,任职
person_100080838,org_249,任职
person_545006,org_249,任职
person_570984,org_254,任职
person_200147630,org_386,任职
person_200105018,org_386,任职
person_562956,org_75,任职
person_889975,org_386,任职
person_408270,org_386,任职
person_502904,org_75,任职
person_100323148,org_256,任职
person_511679,org_397,任职
person_200016774,org_314,任职
person_742427,org_314,任职
person_100185071,org_355,任职
person_660102,org_249,任职
person_875951,org_383,任职
person_625421,org_249,任职
person_388855,org_395,任职
person_889086,org_405,任职
person_100169708,org_254,任职
person_200002308,org_249,任职
person_200016924,org_310,任职
person_100015071,org_75,任职
person_562255,org_248,任职
person_739000,org_248,任职
person_100005290,org_256,任职
person_200011801,org_209,任职
person_539179,org_146,任职
person_460599,org_210,任职
person_468866,org_474,任职
person_200113940,org_257,任职
person_767999,org_210,任职
person_769309,org_249,任职
person_833814,org_109,任职
person_100031424,org_254,任职
person_200112598,org_249,任职
person_873811,org_265,任职
person_200022856,org_265,任职
person_483175,org_75,任职
person_459706,org_210,任职
person_100176180,org_475,任职
person_736326,org_189,任职
person_100006151,org_226,任职
person_842203,org_249,任职
person_100106244,org_249,任职
person_571120,org_254,任职
person_562533,org_22,任职
person_786662,org_189,任职
person_879601,org_414,任职
person_524650,org_146,任职
person_878550,org_259,任职
person_100026296,org_91,任职
person_909973,org_210,任职
person_606812,org_210,任职
person_740008,org_210,任职
person_909999,org_210,任职
person_100243464,org_51,任职
person_591109,org_4,任职
person_879689,org_4,任职
person_100108337,org_93,任职
person_874151,org_68,任职
person_200010420,org_68,任职
person_533266,org_312,任职
person_529583,org_40,任职
person_200121627,org_40,任职
person_736568,org_276,任职
person_480801,org_164,任职
person_754233,org_64,任职
person_707261,org_25,任职
person_737619,org_185,任职
person_408353,org_275,任职
person_703924,org_164,任职
person_200112109,org_276,任职
person_744191,org_277,任职
person_586984,org_476,任职
person_704338,org_477,任职
person_706771,org_277,任职
person_100253281,org_271,任职
person_100012550,org_271,任职
person_200102518,org_275,任职
person_270467,org_7,任职
person_619959,org_7,任职
person_262275,org_284,任职
person_683638,org_284,任职
person_200138859,org_284,任职
person_814307,org_478,任职
person_897519,org_477,任职
person_466163,org_125,任职
person_591407,org_324,任职
person_100011007,org_325,任职
person_663760,org_249,任职
person_200102742,org_187,任职
person_200075247,org_59,任职
