field:ID,label_en,label_zh,label_en_display,:LABEL
nsfc929,psychology,心理学,Psychology,nsfc
nsfc930,cognitive psychology,认知心理学,cognitive psychology,nsfc
nsfc931,physiological psychology,生理心理学,Physiological psychology,nsfc
nsfc932,medical psychology,医学心理学,Medical psychology,nsfc
nsfc933,engineering psychology,工程心理学,Engineering Psychology,nsfc
nsfc934,developmental psychology,发展心理学,developmental psychology,nsfc
nsfc935,educational psychology,教育心理学,educational psychology,nsfc
nsfc936,social psychology,社会心理学,social psychology,nsfc
nsfc937,applied psychology,应用心理学,Applied Psychology,nsfc
nsfc938,health psychology,健康心理学,Health psychology,nsfc
nsfc939,stress psychology,应激心理学,Stress psychology,nsfc
nsfc940,sports psychology,运动心理学,Sports psychology,nsfc
nsfc941,behavior and decision psychology,行为与决策心理学,Behavior and decision psychology,nsfc
nsfc942,psychological research methods and techniques,心理学研究方法与技术,Psychological research methods and techniques,nsfc
nsfc943,cognitive science,认知科学,cognitive science,nsfc
nsfc944,brain structural basis of cognition,认知的脑结构基础,Brain structural basis of cognition,nsfc
nsfc945,the biological basis of cognition,认知的生物学基础,The biological basis of cognition,nsfc
nsfc946,language cognition,语言认知,Language cognition,nsfc
nsfc947,cognitive simulation and artificial intelligence,认知模拟与人工智能,Cognitive simulation and artificial intelligence,nsfc
nsfc948,cognitive impairment and cognitive intervention,认知障碍与认知干预,Cognitive impairment and cognitive intervention,nsfc
nsfc949,"biomaterials, imaging and tissue engineering",生物材料、成像与组织工程学,"Biomaterials, imaging and tissue engineering",nsfc
nsfc950,biomechanics and biorheology,生物力学与生物流变学,Biomechanics and biorheology,nsfc
nsfc951,cell molecular biomechanics,细胞-分子生物力学,Cell molecular biomechanics,nsfc
nsfc952,musculoskeletal tissue and biomechanics of sports system,肌骨组织与运动系统生物力学,Musculoskeletal tissue and biomechanics of sports system,nsfc
nsfc953,biomechanics and bio rheology of blood circulation system,血液循环系统生物力学与生物流变学,Biomechanics and bio rheology of blood circulation system,nsfc
nsfc954,oral and maxillofacial biomechanics,口腔及颌面生物力学,Oral and maxillofacial biomechanics,nsfc
nsfc955,other biomechanics,其他生物力学,Other biomechanics,nsfc
nsfc956,biological materials,生物材料,biological materials,nsfc
nsfc957,biomaterials and advanced manufacturing,生物材料与先进制造,Biomaterials and advanced manufacturing,nsfc
nsfc958,biocompatibility of materials,材料的生物相容性,Biocompatibility of materials,nsfc
nsfc959,interaction between material and body,材料与机体相互作用,Interaction between material and body,nsfc
nsfc960,biomaterials and tissue regeneration,生物材料与组织再生,Biomaterials and tissue regeneration,nsfc
nsfc961,controlled release materials,缓控释材料,Controlled release materials,nsfc
nsfc962,material biology,材料生物学,Material biology,nsfc
nsfc963,tissue engineering ,组织工程学,tissue engineering ,nsfc
nsfc964,"tissue engineering of skin, cornea, muscle and tendon",皮肤、角膜、肌及肌腱组织工程,"Tissue engineering of skin, cornea, muscle and tendon",nsfc
nsfc965,tissue engineering of bone and cartilage,骨和软骨组织工程,Tissue engineering of bone and cartilage,nsfc
nsfc966,nerve tissue engineering,神经组织工程,Nerve tissue engineering,nsfc
nsfc967,vascular and cardiac tissue engineering,血管与心脏组织工程,Vascular and cardiac tissue engineering,nsfc
nsfc968,wound repair and tissue engineering,创伤修复与组织工程,Wound repair and tissue engineering,nsfc
nsfc969,oral tissue engineering,口腔组织工程,Oral tissue engineering,nsfc
nsfc970,"other organs, tissue engineering",其他器官、组织工程,"Other organs, tissue engineering",nsfc
nsfc971,new technology of bionic construction of engineering tissue in vitro,工程化组织体外仿生构筑新技术,New technology of bionic construction of engineering tissue in vitro,nsfc
nsfc972,"stem cell proliferation, transplantation and tissue regeneration",干细胞扩増、移植与组织再生,"Stem cell proliferation, transplantation and tissue regeneration",nsfc
nsfc973,three dimensional construction of artificial organs and simulated tissues,人工器官与模拟组织三维构建,Three dimensional construction of artificial organs and simulated tissues,nsfc
nsfc974,bioimaging and bioelectronics,生物成像与生物电子学,Bioimaging and bioelectronics,nsfc
nsfc975,detection and analysis of biological signals,生物信号检测与分析,Detection and analysis of biological signals,nsfc
nsfc976,image processing,图像处理,image processing,nsfc
nsfc977,biosensor,生物传感,Biosensor,nsfc
nsfc978,bionics and artificial intelligence,生物仿生与人工智能,Bionics and artificial intelligence,nsfc
nsfc979,biological basis of bionics,仿生的生物学基础,Biological basis of bionics,nsfc
nsfc980,brain computer interface,脑机接口,Brain computer interface,nsfc
nsfc981,biological big data processing,生物大数据处理,Biological big data processing,nsfc
nsfc982,characterization and intelligent processing of biological characteristics,生物学特征的表征及智能处理,Characterization and intelligent processing of biological characteristics,nsfc
nsfc983,nanobiology,纳米生物学,Nanobiology,nsfc
nsfc984,nano image probe and biological detection,纳米影像探针与生物检测,Nano image probe and biological detection,nsfc
nsfc985,nano carrier and delivery,纳米载体与递送,Nano carrier and delivery,nsfc
nsfc986,nanobiological effects,纳米生物效应,Nanobiological effects,nsfc
nsfc987,safety evaluation and technology of nanobiology,纳米生物安全性评价及技术,Safety evaluation and technology of nanobiology,nsfc
nsfc988,other nanobiology and technology,其他纳米生物学与技术,Other nanobiology and technology,nsfc
nsfc989,new technology and method of biological and medical engineering,生物与医学工程新技术新方法,New technology and method of biological and medical engineering,nsfc
nsfc990,organ chip,器官芯片,Organ chip,nsfc
nsfc991,cell and biology scoring range,细胞与生物大分打程,Cell and biology scoring range,nsfc
nsfc992,micro nano manufacturing and microfluidic technology,微纳制造与微流控技术,Micro nano manufacturing and microfluidic technology,nsfc
nsfc993,new technology of biological imaging in large scientific device,大科学装置生物成像新技术,New technology of biological imaging in large scientific device,nsfc
nsfc994,physiology and integrated biology,生理学与整合生物学,Physiology and integrated biology,nsfc
nsfc995,cell physiology,细胞生理,Cell physiology,nsfc
nsfc996,cell electrophysiology,细胞电生理,Cell electrophysiology,nsfc
nsfc997,physiological function of cell membrane,细胞膜生理功能,Physiological function of cell membrane,nsfc
nsfc998,intercellular interaction,细胞间相互作用,Intercellular interaction,nsfc
nsfc999,circulatory system,循环系统,circulatory system,nsfc
nsfc1000,blood system,血液系统,Blood system,nsfc
nsfc1001,respiratory system,呼吸系统,respiratory system,nsfc
nsfc1002,digestive system,消化系统,digestive system,nsfc
nsfc1003,development of urinary system,泌尿系统发育,Development of urinary system,nsfc
nsfc1004,endocrine system,内分泌系统,endocrine system,nsfc
nsfc1005,tissue development of reproductive system,生殖系统属组织发育,Tissue development of reproductive system,nsfc
nsfc1006,integrating physiology,整合生理,Integrating physiology,nsfc
nsfc1007,flexion homeostasis regulation,能屈稳态调控,Flexion homeostasis regulation,nsfc
nsfc1008,"stress, adaptation and compensation",应激、适应与代偿,"Stress, adaptation and compensation",nsfc
nsfc1009,neuroendocrine regulation,神经-内分泌唤疫调节,Neuroendocrine regulation,nsfc
nsfc1010,there is a mutual cavity between tissues and organs,组织、器官间相互潇腔,There is a mutual cavity between tissues and organs,nsfc
nsfc1011,nutrition physiology,营养生理学,Nutrition physiology,nsfc
nsfc1012,regulation and abnormality of nutrition induction,营养感应的调控及异常,Regulation and abnormality of nutrition induction,nsfc
nsfc1013,intestinal progenitor and nutritional regulation,肠道前群与营养调控,Intestinal progenitor and nutritional regulation,nsfc
nsfc1014,metabolic physiology,代谢生理学,Metabolic physiology,nsfc
nsfc1015,"metabolism of sugar, lipid and protein",糖、脂、蛋白质代谢,"Metabolism of sugar, lipid and protein",nsfc
nsfc1016,liver metabolism and abnormality,肝脏代谢及异常,Liver metabolism and abnormality,nsfc
nsfc1017,physiological function and metabolic abnormality of microelements,微虽元素的生理功能及代谢异常,Physiological function and metabolic abnormality of microelements,nsfc
nsfc1018,physiological function and metabolic abnormality of vitamins,维生素的生理功能及代谢异常,Physiological function and metabolic abnormality of vitamins,nsfc
nsfc1019,biological rhythm,生物节律,Biological rhythm,nsfc
nsfc1020,be senile,衰老,be senile,nsfc
nsfc1021,exercise physiology,运动生理,Exercise physiology,nsfc
nsfc1022,"structure, function and abnormality of motor system",运动系统结构、功能与异常,"Structure, function and abnormality of motor system",nsfc
nsfc1023,the basis of sports ability,运动能力的生酔基础,The basis of sports ability,nsfc
nsfc1024,sports and health,运动与健康,Sports and health,nsfc
nsfc1025,special environmental physiology,特殊环境生理,Special environmental physiology,nsfc
nsfc1026,comparative physiology,比较生理学,Comparative physiology,nsfc
nsfc1027,human anatomy and histoembryology,人体解剖与组织胚胎学,Human anatomy and histoembryology,nsfc
nsfc1028,systems and integrated biology,系统与整合生物学,Systems and integrated biology,nsfc
nsfc1029,developmental biology and reproductive biology,发育生物学与生殖生物学,Developmental biology and reproductive biology,nsfc
nsfc1030,human and animal development,人类和动物发育,Human and animal development,nsfc
nsfc1031,early embryonic development,早期胚胎发育,Early embryonic development,nsfc
nsfc1032,establishment of cell lineage in organ development,器官发育的细胞谱系建立,Establishment of cell lineage in organ development,nsfc
nsfc1033,digestive and respiratory organs and kidney development,消化和呼吸器官及肾脏发育,Digestive and respiratory organs and kidney development,nsfc
nsfc1034,blood and immune system development,血液与免疫系统发育,Blood and immune system development,nsfc
nsfc1035,development and homeostasis of cardiovascular smooth system,心血管捋系统发育及稳态,Development and homeostasis of cardiovascular smooth system,nsfc
nsfc1036,nervous system development,神经系统发育,Nervous system development,nsfc
nsfc1037,musculoskeletal and limb development,肌肉骨骼及肢体发育,Musculoskeletal and limb development,nsfc
nsfc1038,neural crest differentiation and craniomaxillofacial region,神经嵴分化和颅颌面,Neural crest differentiation and craniomaxillofacial region,nsfc
nsfc1039,"sensory organs, epidermis and appendages",感觉器官、表皮及附,"Sensory organs, epidermis and appendages",nsfc
nsfc1040,development of other tissues and organs,其他组织器官的发育,Development of other tissues and organs,nsfc
nsfc1041,coordinated development of tissues and organs,组织器官协同发育,Coordinated development of tissues and organs,nsfc
nsfc1042,internal and external environment and development,体内外环境与发育,Internal and external environment and development,nsfc
nsfc1043,tissue and organ regeneration,组织与器官再生,Tissue and organ regeneration,nsfc
nsfc1044,human and animal reproduction,人类和动物生殖,Human and animal reproduction,nsfc
nsfc1045,sex determination and sexual organ development,性别决定与性器官发育,Sex determination and sexual organ development,nsfc
nsfc1046,primordial germ cells and germ stem cells,原始生殖细胞及生殖干细胞,Primordial germ cells and germ stem cells,nsfc
nsfc1047,male germ cell,男（雄）性生殖细胞,Male germ cell,nsfc
nsfc1048,"fertilization, implantation, pregnancy and delivery",受精、着床、妊娠与分娩,"Fertilization, implantation, pregnancy and delivery",nsfc
nsfc1049,maternal fetal interaction,母胎互作,Maternal fetal interaction,nsfc
nsfc1050,assisted reproduction,辅助生殖,Assisted reproduction,nsfc
nsfc1051,reproductive abnormality and infertility,生殖异常与不育,Reproductive abnormality and infertility,nsfc
nsfc1052,environment and reproduction,环境与生殖,Environment and reproduction,nsfc
nsfc1053,plant development and reproduction,植物发育与生殖,Plant development and reproduction,nsfc
nsfc1054,stem cells,干细胞,stem cells,nsfc
nsfc1055,embryonic stem cells and induced pluripotent stem cells,胚胎干细胞及诱导性多能干细胞,Embryonic stem cells and induced pluripotent stem cells,nsfc
nsfc1056,adult stem cells and pluripotent cells,成体干细胞与多潜能细胞,Adult stem cells and pluripotent cells,nsfc
nsfc1057,cell differentiation and dedifferentiation,细胞分化与去分化,Cell differentiation and dedifferentiation,nsfc
nsfc1058,cell transdifferentiation,细胞转分化,Cell transdifferentiation,nsfc
nsfc1059,interaction between stem cells and microenvironment,干细胞与微环境互作,Interaction between stem cells and microenvironment,nsfc
nsfc1060,nuclear transfer and cloned embryos,核移植及克隆胚胎,Nuclear transfer and cloned embryos,nsfc
nsfc1061,plant stem cells,植物干细胞,Plant stem cells,nsfc
nsfc1062,a new system of developmental reproduction research,发育生殖研究新体系,A new system of developmental reproduction research,nsfc
nsfc1063,basic agronomy and crop science,农学基础与作物学,Basic agronomy and Crop Science,nsfc
nsfc1064,basic agronomy ,农学基础,Basic Agronomy ,nsfc
nsfc1065,agrometeorology,农业气象学,Agrometeorology,nsfc
nsfc1066,agricultural informatics,农业信息学,Agricultural informatics,nsfc
nsfc1067,agricultural materials science,农业物料学,Agricultural Materials Science,nsfc
nsfc1068,agronomy and agricultural machinery,农艺农机学,Agronomy and agricultural machinery,nsfc
nsfc1069,agricultural bioenvironmental engineering,农业生物环境工程学,Agricultural bioenvironmental Engineering,nsfc
nsfc1070,crop physiology,作物生理学,Crop physiology,nsfc
nsfc1071,physiology of crop growth and development,作物生长发育生理,Physiology of crop growth and development,nsfc
nsfc1072,crop yield physiology,作物产量生理,Crop yield physiology,nsfc
nsfc1073,crop quality physiology,作物品质生理,Crop quality physiology,nsfc
nsfc1074,stress physiology of crops,作物逆境生理,Stress physiology of crops,nsfc
nsfc1075,crop cultivation and cultivation,作物栽培与耕作学,Crop cultivation and Cultivation,nsfc
nsfc1076,cultivation of rice crops,稻类作物栽培学,Cultivation of rice crops,nsfc
nsfc1077,cultivation of wheat crops,麦类作物栽培学,Cultivation of wheat crops,nsfc
nsfc1078,corn cultivation,玉米栽培学,Corn cultivation,nsfc
nsfc1079,cultivation of oil crops,油料作物栽培学,Cultivation of oil crops,nsfc
nsfc1080,cultivation of cotton and flax crops,棉麻类作物栽培学,Cultivation of cotton and flax crops,nsfc
nsfc1081,other crop cultivation,其他作物栽培学,Other crop cultivation,nsfc
nsfc1082,farming science,耕作学,Farming science,nsfc
nsfc1083,crop germplasm resources,作物种质资源学,Crop germplasm resources,nsfc
nsfc1084,germplasm resources of rice crops,稻类作物种质资源,Germplasm resources of rice crops,nsfc
nsfc1085,germplasm resources of wheat crops,麦类作物种质资源,Germplasm resources of wheat crops,nsfc
nsfc1086,maize germplasm resources,玉米种质资源,Maize germplasm resources,nsfc
nsfc1087,germplasm resources of legumes,豆类作物种质资源,Germplasm resources of legumes,nsfc
nsfc1088,germplasm resources of oil crops,油料作物种质资源,Germplasm resources of oil crops,nsfc
nsfc1089,germplasm resources of cotton and flax crops,棉麻类作物种质资源,Germplasm resources of cotton and flax crops,nsfc
nsfc1090,other crop germplasm resources,其他作物种质资源,Other crop germplasm resources,nsfc
nsfc1091,protection and conservation of crop germplasm resources,作物种质资源保护与保存,Protection and conservation of Crop Germplasm Resources,nsfc
nsfc1092,crop genetics and breeding,作物遗传育种学,Crop genetics and breeding,nsfc
nsfc1093,genetics and breeding of rice,稻类作物遗传育种学,Genetics and breeding of rice,nsfc
nsfc1094,genetics and breeding of wheat crops,麦类作物遗传育种学,Genetics and breeding of wheat crops,nsfc
nsfc1095,genetics and breeding of maize,玉米遗传育种学,Genetics and breeding of Maize,nsfc
nsfc1096,genetics and breeding of legumes,豆类作物遗传育种学,Genetics and breeding of legumes,nsfc
nsfc1097,genetics and breeding of rape and other oil crops,油菜及其他油料作物遗传育种学,Genetics and breeding of rape and other oil crops,nsfc
nsfc1098,genetics and breeding of bast and cotton crops,棉麻类作物遗传育种学,Genetics and breeding of Bast and cotton crops,nsfc
nsfc1099,genetics and breeding of chengdu crops,蓉类作物遗传育种学,Genetics and breeding of Chengdu crops,nsfc
nsfc1100,genetics and breeding of sugar crops,糖料作物遗传育种学,Genetics and breeding of sugar crops,nsfc
nsfc1101,genetics and breeding of other crops,其他作物遗传育种学,Genetics and breeding of other crops,nsfc
nsfc1102,crop seed science,作物种子学,Crop seed science,nsfc
nsfc1103,plant protection,植物保护学,Plant protection,nsfc
nsfc1104,plant pathology,植物病理学,Plant pathology,nsfc
nsfc1105,occurrence and early warning of plant diseases,植物病害发生与预警,Occurrence and early warning of plant diseases,nsfc
nsfc1106,plant fungal diseases,植物真菌病害,Plant fungal diseases,nsfc
nsfc1107,plant bacterial diseases,植物细菌病害,Plant bacterial diseases,nsfc
nsfc1108,plant virusal disease ,植物病毒病害,plant virusal disease ,nsfc
nsfc1109,nematode plant diseases,植物线虫病害,Nematode plant diseases,nsfc
nsfc1110,plant oomycete diseases,植物卵菌病害,Plant oomycete diseases,nsfc
nsfc1111,other plant diseases,植物其他病害,Other plant diseases,nsfc
nsfc1112,plant immunity and disease resistance,植物免疫与抗病性,Plant immunity and disease resistance,nsfc
nsfc1113,agricultural entomology,农业昆虫学,Agricultural entomology,nsfc
nsfc1114,occurrence and early warning of plant pests,植物害虫发生与预警,Occurrence and early warning of plant pests,nsfc
nsfc1115,food crop pests,粮食作物害虫,Food crop pests,nsfc
nsfc1116,pests of horticultural crops,园艺作物害虫,Pests of horticultural crops,nsfc
nsfc1117,economic and other crop pests,经济及其他作物害虫,Economic and other crop pests,nsfc
nsfc1118,plant immunity and insect resistance,植物免疫与抗虫性,Plant immunity and insect resistance,nsfc
nsfc1119,weed damage in farmland,农田草害,Weed damage in farmland,nsfc
nsfc1120,weed biology in farmland,农田杂草生物学,Weed biology in farmland,nsfc
nsfc1121,weed control in farmland,农田杂草防控,Weed control in farmland,nsfc
nsfc1122,rodents and other pests in farmland,农田鼠害及其他有害生物,Rodents and other pests in farmland,nsfc
nsfc1123,phytochemical protection,植物化学保护,Phytochemical protection,nsfc
nsfc1124,pesticide active compounds,农药活性化合物,Pesticide active compounds,nsfc
nsfc1125,chemical control of plant pests,植物有害生物化学防治,Chemical control of plant pests,nsfc
nsfc1126,pesticide toxicology and pest resistance,农药毒理学与有害生物抗药性,Pesticide toxicology and pest resistance,nsfc
nsfc1127,pesticide environmental science,农药环境学,Pesticide Environmental Science,nsfc
nsfc1128,processing and application of pesticide formulation,农药剂型加工与应用,Processing and application of pesticide formulation,nsfc
nsfc1129,biological control,生物防治,Biological control,nsfc
nsfc1130,biological control of plant diseases,植物病害生物防治,Biological control of plant diseases,nsfc
nsfc1131,biological control of plant pests,植物害虫生物防治,Biological control of plant pests,nsfc
nsfc1132,biological control of other pests,其他有害生物的生物防治,Biological control of other pests,nsfc
nsfc1133,plant quarantine and biological invasion,植物检疫与生物入侵,Plant quarantine and biological invasion,nsfc
nsfc1134,new technology of plant protection,植物保护新技术,New technology of plant protection,nsfc
nsfc1135,interaction between crops and biological factors,作物与生物因子互作,Interaction between crops and biological factors,nsfc
nsfc1136,interaction between crops and pathogenic microorganisms,作物与病原微生物互作,Interaction between crops and pathogenic microorganisms,nsfc
nsfc1137,crop pest interaction,作物与害虫互作,Crop pest interaction,nsfc
nsfc1138,crop interactions with other pests,作物与其他有害生物互作,Crop interactions with other pests,nsfc
nsfc1139,horticulture and plant nutrition,园艺学与植物营养学,Horticulture and plant nutrition,nsfc
nsfc1140,fruit tree science,果树学,Fruit Tree Science,nsfc
nsfc1141,physiology and cultivation of fruit trees,果树生理与栽培学,Physiology and cultivation of fruit trees,nsfc
nsfc1142,germplasm resources and genetics and breeding of fruit trees,果树种质资源与遗传育种学,Germplasm resources and genetics and breeding of fruit trees,nsfc
nsfc1143,molecular biology of fruit trees,果树分子生物学,Molecular biology of fruit trees,nsfc
nsfc1144,vegetable science,蔬菜学,Vegetable Science,nsfc
nsfc1145,vegetable physiology and cultivation,蔬菜生理与栽培学,Vegetable physiology and Cultivation,nsfc
nsfc1146,germplasm resources and genetics and breeding of brassica oleracea,蔵菜种质资源与遗传育种学,Germplasm resources and genetics and breeding of Brassica oleracea,nsfc
nsfc1147,molecular biology of vegetables,蔬菜分子生物学基础,Molecular biology of vegetables,nsfc
nsfc1148,melon and fruit monitoring,瓜果学监测,Melon and fruit monitoring,nsfc
nsfc1149,ornamental horticulture,观赏园艺学,Ornamental horticulture,nsfc
nsfc1150,physiology and cultivation of ornamental plants,观赏植物生理与栽培学,Physiology and cultivation of ornamental plants,nsfc
nsfc1151,germplasm resources and genetics and breeding of ornamental plants,观赏植物种质资源与遗传育种学,Germplasm resources and genetics and breeding of ornamental plants,nsfc
nsfc1152,molecular biology of ornamental plants,观赏植物分子生物学,Molecular biology of ornamental plants,nsfc
nsfc1153,tea science,茶学,Tea Science,nsfc
nsfc1154,physiology and cultivation of tea plant,茶树生理与栽培学,Physiology and cultivation of tea plant,nsfc
nsfc1155,tea germplasm resources and genetics and breeding,茶树种质资源与遗传育种学,Tea germplasm resources and genetics and breeding,nsfc
nsfc1156,tea processing and quality formation,茶叶加工与品质形成,Tea processing and quality formation,nsfc
nsfc1157,postharvest biology of horticultural crops,园艺作物采后生物学,Postharvest biology of horticultural crops,nsfc
nsfc1158,edible mycology,食用真菌学,Edible mycology,nsfc
nsfc1159,physiology and cultivation of edible fungi,食用菌生理与栽培学,Physiology and cultivation of edible fungi,nsfc
nsfc1160,germplasm resources and genetics and breeding of edible fungi,食用菌种质资源与遗传育种学,Germplasm resources and genetics and breeding of edible fungi,nsfc
nsfc1161,protected horticulture ,设施园艺学,Protected Horticulture ,nsfc
nsfc1162,stress resistance of protected horticultural crops,设施园艺作物抗逆,Stress resistance of Protected Horticultural Crops,nsfc
nsfc1163,facility environment and crop interaction,设施环境与作物互作,Facility environment and crop interaction,nsfc
nsfc1164,plant nutrition basis,植物营养基础,Plant nutrition basis,nsfc
nsfc1165,plant nutrition heredity,植物营养遗传,Plant nutrition heredity,nsfc
nsfc1166,plant nutrition physiology,植物营养生理,Plant nutrition physiology,nsfc
nsfc1167,plant soil interaction and regulation,植物-土壊互作与调控,Plant soil interaction and regulation,nsfc
nsfc1168,plant nutrition and environmental stress,植物营养与环境胁迫,Plant nutrition and environmental stress,nsfc
nsfc1169,plant nutrition and soil health,植物营养与土壤健康,Plant nutrition and soil health,nsfc
nsfc1170,fertilizer and fertilization,肥料与施肥,Fertilizer and fertilization,nsfc
nsfc1171,fertilizer science,肥料学,Fertilizer science,nsfc
nsfc1172,fertilization,施肥学,Fertilization,nsfc
nsfc1173,fertilization and quality,施肥与品质,Fertilization and quality,nsfc
nsfc1174,nutrient management,养分管理,Nutrient management,nsfc
nsfc1175,nutrient flow and regulation,养分流动与调控,Nutrient flow and regulation,nsfc
nsfc1176,nutrient cycling and utilization of agricultural wastes,农业废弃物养分循环与利用,Nutrient cycling and utilization of agricultural wastes,nsfc
nsfc1177,farmland and regional nutrient management,农田与区域养分管理,Farmland and regional nutrient management,nsfc
nsfc1178,forestry and grassland science,林学与草地科学,Forestry and Grassland Science,nsfc
nsfc1179,forest resources science,森林资源学,Forest Resources Science,nsfc
nsfc1180,economic resources under forest,林下经济资源,Economic resources under forest,nsfc
nsfc1181,forest nature reserve,森林自然保护区,Forest Nature Reserve,nsfc
nsfc1182,forest informatics,森林信息学,Forest Informatics,nsfc
nsfc1183,forest resources and information technology,森林资源与信息技术,Forest resources and information technology,nsfc
nsfc1184,health and disaster of forest resources,森林资源健康与灾害,Health and disaster of forest resources,nsfc
nsfc1185,wood physics,木材物理学,Wood Physics,nsfc
nsfc1186,wood structure and properties,木材结构和性质,Wood structure and properties,nsfc
nsfc1187,wood protection and improvement,木材保护和改良,Wood protection and improvement,nsfc
nsfc1188,reconstituted wood,重组木材,Reconstituted wood,nsfc
nsfc1189,forest products chemistry,林产化学,Forest Products Chemistry,nsfc
nsfc1190,tree secretions and extracts,树木分泌物与提取物,Tree secretions and extracts,nsfc
nsfc1191,basis of wood fiber utilization,木质纤维利用基础,Basis of wood fiber utilization,nsfc
nsfc1192,chemical composition and utilization basis of trees,树木组分化学与利用基础,Chemical composition and utilization basis of trees,nsfc
nsfc1193,tree biology,树木生物学,Tree biology,nsfc
nsfc1194,tree growth and development,树木生长发育,Tree growth and development,nsfc
nsfc1195,stress resistance physiology of trees,树木抗逆生理学,Stress resistance physiology of trees,nsfc
nsfc1196,reproductive biology of trees,树木繁殖生物学,Reproductive biology of trees,nsfc
nsfc1197,forest pedology,森林土壤学,Forest Pedology,nsfc
nsfc1198,forest soil organisms,森林土壊生物,Forest soil organisms,nsfc
nsfc1199,organic matter formation and nutrient cycling in forest soil,森林土壤有机质形成与养分循环,Organic matter formation and nutrient cycling in forest soil,nsfc
nsfc1200,forest cultivation,森林培育学,Forest cultivation,nsfc
nsfc1201,restoration and maintenance of forest vegetation,森林植被恢复与保持,Restoration and maintenance of forest vegetation,nsfc
nsfc1202,plantation cultivation,人工林培育,Plantation cultivation,nsfc
nsfc1203,seedling science,种苗学,Seedling science,nsfc
nsfc1204,forest management,森林经理学,Forest management,nsfc
nsfc1205,sustainable development of forest,森林可持续发展,Sustainable development of forest,nsfc
nsfc1206,forest carbon sequestration management,森林碳汇经营,Forest carbon sequestration management,nsfc
nsfc1207,forest protection,森林保护学,Forest protection,nsfc
nsfc1208,forest pathology,森林病理,Forest Pathology,nsfc
nsfc1209,forest insects,森林昆虫,Forest insects,nsfc
nsfc1210,forest fire and other disasters,森林林火与其他灾害,Forest fire and other disasters,nsfc
nsfc1211,forest tree genetics and breeding,林木遗传育种学,Forest tree genetics and breeding,nsfc
nsfc1212,forest germplasm resources and tree breeding,林木种质资源与林木育种,Forest germplasm resources and tree breeding,nsfc
nsfc1213,forest tree improvement ,林木遗传改良,forest tree improvement ,nsfc
nsfc1214,inheritance and variation of forest characters,林木性状遗传与变异,Inheritance and variation of forest characters,nsfc
nsfc1215,economic forestry,经济林学,Economic Forestry,nsfc
nsfc1216,formation of important characters of economic forest,经济林重要性状形成,Formation of important characters of economic forest,nsfc
nsfc1217,cultivation physiology of economic forest,经济林栽培生理,Cultivation physiology of economic forest,nsfc
nsfc1218,a new debate on the practice of confucian classics,经?^实新生辩,A new debate on the practice of Confucian classics,nsfc
nsfc1219,landscape architecture,园林学,Landscape architecture,nsfc
nsfc1220,germplasm resources and genetic breeding development of landscape plants,园林植物种质资源与遗传育种发育,Germplasm resources and genetic breeding development of landscape plants,nsfc
nsfc1221,garden plant biology and cultivation,园林植物生物学与栽培学,Garden plant biology and Cultivation,nsfc
nsfc1222,"planning, design and function of garden green space",园林绿地规划设计与功能,"Planning, design and function of garden green space",nsfc
nsfc1223,desertification and soil and water conservation,荒漠化与水土保持,Desertification and soil and water conservation,nsfc
nsfc1224,shelterbelt,防护林学,Shelterbelt,nsfc
nsfc1225,forest canopy and soil and water conservation,森林梢被与水土保持,Forest canopy and soil and water conservation,nsfc
nsfc1226,vegetation and desertification,植被与荒漠化,Vegetation and desertification,nsfc
nsfc1227,bamboo science,竹学,Bamboo science,nsfc
nsfc1228,bamboo forest and bamboo shoot cultivation,竹林与竹笋培育,Bamboo forest and bamboo shoot cultivation,nsfc
nsfc1229,utilization of bamboo,竹材利用,Utilization of bamboo,nsfc
nsfc1230,grassland science,草地科学,Grassland Science,nsfc
nsfc1231,grassland process and function,草地过程与功能,Grassland process and function,nsfc
nsfc1232,the origin of the grass god and the trace of the special,草神歟源与遡专溯,The origin of the grass God and the trace of the special,nsfc
nsfc1233,grassland protection,草地保护,Grassland protection,nsfc
nsfc1234,forage physiology and cultivation and processing,牧草生理与栽培加工,Forage physiology and cultivation and processing,nsfc
nsfc1235,grassland resources and utilization,草地资源与利用,Grassland resources and utilization,nsfc
nsfc1236,turf science,草坪学,Turf science,nsfc
nsfc1237,animal husbandry,畜牧学,Animal husbandry,nsfc
nsfc1238,fundamentals of animal husbandry,畜牧学基础,Fundamentals of animal husbandry,nsfc
nsfc1239,the basis of animal character formation,畜禽性状形成的基础,The basis of animal character formation,nsfc
nsfc1240,"heredity, nutrition and environment of livestock and poultry",畜禽遗传、营养与环,"Heredity, nutrition and environment of livestock and poultry",nsfc
nsfc1241,microorganism in digestive tract of livestock and poultry,畜禽消化道微生物,Microorganism in digestive tract of livestock and poultry,nsfc
nsfc1242,animal ecology,畜禽生态学,Animal ecology,nsfc
nsfc1243,germplasm resources of livestock and poultry,畜禽种质资源,Germplasm resources of livestock and poultry,nsfc
nsfc1244,livestock germplasm resources,家畜种质资源,Livestock Germplasm Resources,nsfc
nsfc1245,poultry germplasm resources,家禽种质资源,Poultry Germplasm Resources,nsfc
nsfc1246,dogs and other economic animal species,犬及其他经济动物种,Dogs and other economic animal species,nsfc
nsfc1247,genetics and breeding of livestock and poultry,畜禽遗传育种学,Genetics and breeding of livestock and poultry,nsfc
